case_id,scenario_id,hour,coefficient_family,component_type,component_id,bus_id,coefficient,source_constraint,notes
case_b_ac_uc_benders,26,17,fixed_wind_active_power,wind_farm,W14,14,1.7622341729304764e-11,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows wind injection term.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,1,1,-6.758603972491598e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,2,2,-6.203803867957218e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,3,3,7.101497810163884e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,4,4,-3.245092385194523e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,5,5,-5.1302565466460286e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,6,6,-3.6256113918599197e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,7,7,-2.32435821620966e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,8,8,-1.934122161001726e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,9,9,-9.32285062419975e-12,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,10,10,-2.8851346496853215e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,11,11,-9.619711033382484e-12,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,12,12,-1.6378516954251225e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,13,13,-1.7079435434591392e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,14,14,5.049101621178429e-12,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,15,15,2.4044291360079263e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,16,16,1.5321670608401134e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,17,17,2.2908068561416646e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,18,18,2.5563089360153915e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,19,19,7.736632917079514e-12,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,20,20,-2.4206731848739797e-12,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,21,21,2.4612922553490232e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,22,22,2.3739897378662423e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,23,23,-7.935275740735027e-12,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,17,reactive_balance_sensitivity,bus,24,24,4.5611411396856674e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,1,1,2.1259159410537112e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,2,1,2.1259159410537112e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,3,1,2.1259159410537112e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,4,1,2.1259159410537112e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,5,2,1.9204979712607567e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,6,2,1.9204979712607567e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,7,2,1.9204979712607567e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,8,2,1.9204979712607567e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,9,7,-5.222377118156823e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,10,7,-5.222377118156823e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,11,7,-5.222377118156823e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,12,13,-1.160066161160511e-09,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,13,13,-1.160066161160511e-09,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,14,13,-1.160066161160511e-09,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,15,15,3.5540364185655505e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,16,15,3.5540364185655505e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,17,15,3.5540364185655505e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,18,15,3.5540364185655505e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,19,15,3.5540364185655505e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,20,15,3.5540364185655505e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,21,16,5.4435624977142424e-11,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,22,18,5.661671132567132e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,23,21,2.5529469086154915e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,24,22,-5.178439503169113e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,25,22,-5.178439503169113e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,26,22,-5.178439503169113e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,27,22,-5.178439503169113e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,28,22,-5.178439503169113e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,29,22,-5.178439503169113e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,30,23,-1.3562762575074663e-09,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,31,23,-1.3562762575074663e-09,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_dispatch_active_power,generator,32,23,-1.3562762575074663e-09,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,21,17,fixed_wind_active_power,wind_farm,W3,3,6.212335067145996e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows wind injection term.
case_b_ac_uc_benders,21,17,fixed_wind_active_power,wind_farm,W14,14,2.6363322314279144e-10,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows wind injection term.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,1,1,1.3609918473552628e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,2,2,1.3083159964854434e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,3,3,2.745928949746366e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,4,4,2.027411983932556e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,5,5,2.012627937024604e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,6,6,2.504723029068496e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,7,7,-3.7328863541851224e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,8,8,1.959534530566848e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,9,9,1.9164460740145624e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,10,10,1.9002778499096258e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,11,11,9.611598833212547e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,12,12,1.8033054497755892e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,13,13,-2.0679450243128579e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,14,14,1.9066076220578452e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,15,15,1.8216291011879708e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,16,16,1.0010251712026924e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,17,17,2.840778300418225e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,18,18,3.3774021278922813e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,19,19,-1.9980517069171747e-11,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,20,20,-2.1792604659404588e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,21,21,2.673233158439094e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,22,22,2.6809836725240985e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,23,23,-3.058690224206604e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,21,17,reactive_balance_sensitivity,bus,24,24,2.434481165104301e-10,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,1,1,-3.404945352069866e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,2,1,-3.404945352069866e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,3,1,-3.404945352069866e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,4,1,-3.404945352069866e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,5,2,-3.404959706241286e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,6,2,-3.404959706241286e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,7,2,-3.404959706241286e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,8,2,-3.404959706241286e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,9,7,7.832955002362566e-05,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,10,7,7.832955002362566e-05,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,11,7,7.832955002362566e-05,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,12,13,-3.4050893672289643e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,13,13,-3.4050893672289643e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,14,13,-3.4050893672289643e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,15,15,-3.405172806043359e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,16,15,-3.405172806043359e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,17,15,-3.405172806043359e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,18,15,-3.405172806043359e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,19,15,-3.405172806043359e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,20,15,-3.405172806043359e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,21,16,-3.4051477650016214e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,22,18,-3.405099254553768e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,23,21,-3.405177199855195e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,24,22,-3.4047742633050465e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,25,22,-3.4047742633050465e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,26,22,-3.4047742633050465e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,27,22,-3.4047742633050465e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,28,22,-3.4047742633050465e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,29,22,-3.4047742633050465e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,30,23,-3.4049528674174685e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,31,23,-3.4049528674174685e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_dispatch_active_power,generator,32,23,-3.4049528674174685e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows p_gen injection term.
case_b_ac_uc_benders,26,24,fixed_wind_active_power,wind_farm,W3,3,-3.4056871333591776e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows wind injection term.
case_b_ac_uc_benders,26,24,fixed_wind_active_power,wind_farm,W14,14,-3.405252949140206e-06,p_balance_eq,First-pass coefficient from Ipopt P-balance multiplier; sign convention follows wind injection term.
case_b_ac_uc_benders,26,24,reactive_balance_sensitivity,bus,1,1,-4.811341706031669e-09,q_balance_eq,Diagnostic coefficient; not yet linked to a master reactive decision variable.
