cut_id,iteration,case_id,scenario_id,hour,cut_family,cut_status,violation_metric,rhs_proxy,linearization_point,master_terms,cut_template,next_requirement
FC-001-0011,1,case_b_ac_uc_benders,23,17,feasibility_proxy,candidate_not_added,510.3458731968027,510.3458731968027,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0012,1,case_b_ac_uc_benders,18,24,feasibility_proxy,candidate_not_added,509.7826736417616,509.7826736417616,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0013,1,case_b_ac_uc_benders,5,24,feasibility_proxy,candidate_not_added,509.54825969776,509.54825969776,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0014,1,case_b_ac_uc_benders,33,24,feasibility_proxy,candidate_not_added,509.1112025037704,509.1112025037704,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0015,1,case_b_ac_uc_benders,14,17,feasibility_proxy,candidate_not_added,509.0134714770299,509.0134714770299,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0016,1,case_b_ac_uc_benders,1,17,feasibility_proxy,candidate_not_added,508.86076018224287,508.86076018224287,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0017,1,case_b_ac_uc_benders,12,17,feasibility_proxy,candidate_not_added,508.1770906650018,508.1770906650018,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0018,1,case_b_ac_uc_benders,13,17,feasibility_proxy,candidate_not_added,506.6026241575055,506.6026241575055,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0019,1,case_b_ac_uc_benders,37,24,feasibility_proxy,candidate_not_added,506.5689696138859,506.5689696138859,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0020,1,case_b_ac_uc_benders,7,17,feasibility_proxy,candidate_not_added,506.4948042500836,506.4948042500836,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0021,1,case_b_ac_uc_benders,38,17,feasibility_proxy,candidate_not_added,506.2453382683875,506.2453382683875,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0022,1,case_b_ac_uc_benders,25,24,feasibility_proxy,candidate_not_added,505.80658154394104,505.80658154394104,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0023,1,case_b_ac_uc_benders,7,24,feasibility_proxy,candidate_not_added,505.64500803224576,505.64500803224576,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0024,1,case_b_ac_uc_benders,11,17,feasibility_proxy,candidate_not_added,505.46798017140554,505.46798017140554,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0025,1,case_b_ac_uc_benders,12,24,feasibility_proxy,candidate_not_added,504.8130398678403,504.8130398678403,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0026,1,case_b_ac_uc_benders,25,17,feasibility_proxy,candidate_not_added,504.6836125894024,504.6836125894024,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0027,1,case_b_ac_uc_benders,1,24,feasibility_proxy,candidate_not_added,504.49468180187625,504.49468180187625,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0028,1,case_b_ac_uc_benders,38,24,feasibility_proxy,candidate_not_added,504.3924856943259,504.3924856943259,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0029,1,case_b_ac_uc_benders,27,24,feasibility_proxy,candidate_not_added,503.73623730296646,503.73623730296646,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0030,1,case_b_ac_uc_benders,11,24,feasibility_proxy,candidate_not_added,502.921408818827,502.921408818827,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0031,1,case_b_ac_uc_benders,27,17,feasibility_proxy,candidate_not_added,502.9147640697255,502.9147640697255,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0032,1,case_b_ac_uc_benders,14,24,feasibility_proxy,candidate_not_added,502.2282885602039,502.2282885602039,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0033,1,case_b_ac_uc_benders,26,23,feasibility_proxy,candidate_not_added,502.008836817469,502.008836817469,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0034,1,case_b_ac_uc_benders,20,24,feasibility_proxy,candidate_not_added,501.8635365969226,501.8635365969226,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0035,1,case_b_ac_uc_benders,34,24,feasibility_proxy,candidate_not_added,501.67668893852374,501.67668893852374,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0036,1,case_b_ac_uc_benders,9,17,feasibility_proxy,candidate_not_added,501.4138014689832,501.4138014689832,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0037,1,case_b_ac_uc_benders,34,17,feasibility_proxy,candidate_not_added,501.2834934008867,501.2834934008867,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0038,1,case_b_ac_uc_benders,24,24,feasibility_proxy,candidate_not_added,501.190221279271,501.190221279271,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0039,1,case_b_ac_uc_benders,21,23,feasibility_proxy,candidate_not_added,501.0236769317491,501.0236769317491,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0040,1,case_b_ac_uc_benders,3,17,feasibility_proxy,candidate_not_added,500.8528422571289,500.8528422571289,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0041,1,case_b_ac_uc_benders,15,17,feasibility_proxy,candidate_not_added,500.8509062109617,500.8509062109617,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0042,1,case_b_ac_uc_benders,1,23,feasibility_proxy,candidate_not_added,499.93258247413553,499.93258247413553,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0043,1,case_b_ac_uc_benders,2,17,feasibility_proxy,candidate_not_added,499.5784792057574,499.5784792057574,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0044,1,case_b_ac_uc_benders,24,23,feasibility_proxy,candidate_not_added,499.472640862365,499.472640862365,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0045,1,case_b_ac_uc_benders,19,17,feasibility_proxy,candidate_not_added,499.1915036406272,499.1915036406272,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0046,1,case_b_ac_uc_benders,20,17,feasibility_proxy,candidate_not_added,498.99852509488903,498.99852509488903,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0047,1,case_b_ac_uc_benders,15,24,feasibility_proxy,candidate_not_added,498.91745052096394,498.91745052096394,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0048,1,case_b_ac_uc_benders,19,24,feasibility_proxy,candidate_not_added,498.898114533375,498.898114533375,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0049,1,case_b_ac_uc_benders,10,17,feasibility_proxy,candidate_not_added,498.7295167942221,498.7295167942221,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0050,1,case_b_ac_uc_benders,13,24,feasibility_proxy,candidate_not_added,498.65886695128046,498.65886695128046,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0051,1,case_b_ac_uc_benders,18,23,feasibility_proxy,candidate_not_added,498.4888095684408,498.4888095684408,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0052,1,case_b_ac_uc_benders,23,23,feasibility_proxy,candidate_not_added,498.36224025327886,498.36224025327886,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0053,1,case_b_ac_uc_benders,36,24,feasibility_proxy,candidate_not_added,498.2664161045652,498.2664161045652,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0054,1,case_b_ac_uc_benders,22,24,feasibility_proxy,candidate_not_added,498.25397968295965,498.25397968295965,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0055,1,case_b_ac_uc_benders,4,17,feasibility_proxy,candidate_not_added,498.15591857928285,498.15591857928285,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0056,1,case_b_ac_uc_benders,22,17,feasibility_proxy,candidate_not_added,497.9316260927648,497.9316260927648,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0057,1,case_b_ac_uc_benders,9,24,feasibility_proxy,candidate_not_added,497.8824654061808,497.8824654061808,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0058,1,case_b_ac_uc_benders,33,23,feasibility_proxy,candidate_not_added,497.8798528049787,497.8798528049787,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0059,1,case_b_ac_uc_benders,7,23,feasibility_proxy,candidate_not_added,497.8204136223257,497.8204136223257,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0060,1,case_b_ac_uc_benders,40,24,feasibility_proxy,candidate_not_added,497.57708111012874,497.57708111012874,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0061,1,case_b_ac_uc_benders,10,24,feasibility_proxy,candidate_not_added,497.4439521655867,497.4439521655867,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0062,1,case_b_ac_uc_benders,30,24,feasibility_proxy,candidate_not_added,497.3095885696291,497.3095885696291,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0063,1,case_b_ac_uc_benders,36,17,feasibility_proxy,candidate_not_added,497.19159100237533,497.19159100237533,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0064,1,case_b_ac_uc_benders,30,17,feasibility_proxy,candidate_not_added,497.1745120795058,497.1745120795058,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
FC-001-0065,1,case_b_ac_uc_benders,29,17,feasibility_proxy,candidate_not_added,496.78841040332486,496.78841040332486,master_solution_iteration_1,"commitment[g,hour], dispatch[s,hour,g], wind_used[s,hour,w]",0 >= infeasibility_at_xbar + dual_fixed_commitment*(u-u_bar) + dual_fixed_dispatch*(p-p_bar) + dual_fixed_wind*(w-w_bar),Replace proxy row with AC NLP dual multipliers from cyipopt.Problem.
